kuspe	x1 ranges/extends/spans/persists/reaches across/over interval/gap/area/scope/extent/range x2.	- range<br>- reach; touch by virtue of extent
kusru	x1 (person) is cruel/mean/unkind to victim x2.	- cruel
labno	x1 is a wolf/lupine of species/breed x2.	- wolf
lacpu	x1 pulls/tugs/draws/drags x2 by handle/at locus x3.	- pull; to draw or tug at with force
lacri	x1 relies/depends/counts on/trusts x2 to bring about/ensure/maintain x3 (event/state).	- dependent; relying upon<br>- rely<br>- depend; rely
ladru	x1 is made of/contains/is a quantity of milk from source x2; (adjective:) x1 is lactic/dairy.	- milk
lafti	x1 (force) lifts/applies raising/supporting force to x2 at locus x3 in gravity well x4.	- lift
lakne	x1 (event/state/property) is probable/likely under conditions x2.	- probable<br>- likely; probable
lakse	x1 is quantity of wax [substance especially soft/moldable when warm] from source x2.	- wax
lalxu	x1 is a lake/lagoon/pool at site/within land mass x2.	- lake
lamji	x1 is adjacent/beside/next to/in contact with x2 in property/sequence x3 in direction x4.	- adjacent<br>- immediate; adjacent
lanbi	x1 is a quantity of protein/albumin of type x2 composed of amino acids (sequence/jo'u) x3 .	- protein
lanci	x1 is a flag/banner/standard of/symbolizing x2 with pattern(s) x3 on material x4.	- flag
lanka	x1 is a basket with contents x2, woven from material x3.	- basket
lanli	x1 analyzes/examines-in-detail x2 by method/technique/system x3 [process/activity].	- analyze<br>- examine; analyze
lanme	x1 is a sheep/[lamb/ewe/ram] of species/breed x2 of flock x3.	- sheep
lante	x1 is a can/tightly sealed/pre-sealed container for perishable contents x2, made of x3.	- can
lanxe	x1 is in balance/equilibrium under forces x2 (mass).	- balance
lanzu	x1 (mass) is a family with members including x2 bonded/tied/joined according to standard x3.	- family
larcu	x1 (process) is an art [creative application] of craft/skill x2 (idea/activity).	- art
lasna	x1 (agent) fastens/connects/attaches/binds/lashes x2 to x3 with fastener x4.	- fix; fasten<br>- fasten
lastu	x1 is a quantity of/contains/is made of brass [copper/zinc alloy] of composition including x2.	- brass
latmo	x1 reflects Latin/Roman/Romance culture/empire/language in aspect x2.	- Latin
latna	x1 is a lotus, plant/flower/herb of species/strain x2 symbolizing x3 to culture/religion x4.	- lotus
lazni	x1 (person) is lazy/avoiding work/effort concerning action x2.	- lazy
lebna	x1 takes/gets/gains/obtains/seizes/[removes] x2 (object/property) from x3 (possessor).	- gain; get<br>- take
lenjo	x1 is a lens/glass [focussing shape/form] focussing x2 to focus/foci x3 by means/material x4.	- lens
lenku	x1 is cold/cool by standard x2.	- cold
lerci	x1 (event) is late by standard x2.	- late
lerfu	x1 (la'e zo BY/word-bu) is a letter/digit/symbol in alphabet/character-set x2 representing x3.	- letter; letteral<br>- character; letteral<br>- letteral
libjo	x1 reflects Libyan culture/nationality in aspect x2.	- Libyan
lidne	x1 precedes/leads x2 in sequence x3; x1 is former/preceding/previous; x2 is latter/following.	- lead; precede<br>- precede; in sequence
lifri	x1 [person/passive/state] undergoes/experiences x2 (event/experience); x2 happens to x1.	- face; deal with<br>- experience
lijda	x1 is a religion of believers including x2 sharing common beliefs/practices/tenets including x3.	- religion
limna	x1 (agent) swims in fluid x2.	- swim
lindi	x1 is lightning/electrical arc/thunderbolt striking at/extending to x2 from x3.	- lightning
linji	x1 is a line/among lines [1-dimensional shape/form] defined by set of points x2.	- line; mathematical
linsi	x1 is a length of chain/links of material x2 with link properties x3.	- chain
linto	x1 is light in mass/weight by standard x2.	- lightweight
lisri	x1 is a story/tale/yarn/narrative about plot/subject/moral x2 by storyteller x3 to audience x4.	- story
liste	x1 (physical object) is a list/catalog/register of sequence/set x2 in order x3 in medium x4.	- list
litce	x1 is x2 liter(s) [metric unit] in volume (default is 1) by standard x3.	- liter
litki	x1 is liquid/fluid, of composition/material including x2, under conditions x3.	- liquid
litru	x1 travels/journeys/goes/moves via route x2 using means/vehicle x3; x1 is a traveller.	- travel
livga	x1 is a/the liver [body-part] of x2.	- liver
livla	x1 is a fuel/energy-source for powering x2.	- fuel
logji	x1 [rules/methods] is a logic for deducing/concluding/inferring/reasoning to/about x2 (du'u).	- logic
lojbo	x1 reflects [Loglandic]/Lojbanic language/culture/nationality/community in aspect x2.	- Lojbanic
loldi	x1 is a floor/bottom/ground of x2.	- bottom; ground<br>- floor
lorxu	x1 is a fox [bushy-tailed wild dog/canine] of species/breed x2.	- fox
lubno	x1 reflects Lebanese culture/nationality in aspect x2.	- Lebanese
lujvo	x1 (text) is a compound predicate word with meaning x2 and arguments x3 built from metaphor x4.	- affix compound
lumci	x1 (agent) washes/cleanses x2 of soil/contaminant x3 in/with cleaning material(s) x4.	- wash
lunbe	x1 is bare/naked/nude; x1 is without cover/clothes/[protection].	- bare<br>- naked
lunra	x1 is Earth's moon (default); x1 is a major natural satellite/moon of planet x2.	- lunar<br>- Moon
lunsa	x1 condenses/liquefies on/into x2 at temperature x3, pressure x4; x1 is dew/condensate on x2.	- condense
mabla	x1 is execrable/deplorable/wretched/shitty/awful/rotten/miserable/contemptible/crappy/inferior/low-quality in property x2 by standard x3; x1 stinks/sucks in aspect x2 according to x3.	- execrable; very bad
mabru	x1 is a mammal/'animal'/beast of species x2.	- mammal
macnu	x1 (event/action/process) is manual [not automatic] in function x2 under conditions x3.	- manual; requiring sentient intervention
makcu	x1 is mature/ripe/fully-grown/adult in development-quality x2 (ka).	- mature
makfa	x1 is magic/supernatural/sorcery/witchcraft/wizardry to x2, performed by person/force/deity x3.	- magic
maksi	x1 is magnetic [adjective] producing magnetic field x2.	- magnet
malsi	x1 is a temple/church/sanctuary/synagogue/shrine of religion x2 at location/serving area x3.	- temple; place built for a divine
mamta	x1 is a mother of x2; x1 bears/mothers/acts maternally toward x2; [not necessarily biological].	- mother
manci	x1 feels wonder/awe/marvels about x2.	- wonder; feeling awe
manfo	x1 (object/event) is uniform/homogeneous in property x2 (ka).	- uniform
manku	x1 is dark/lacking in illumination.	- dark
manri	x1 is a frame of reference/standard for observing/measuring/determining x2, with/by rules x3.	- reference
mansa	x1 satisfies evaluator x2 in property (ka)/state x3.	- satisfy
manti	x1 is an ant of species/breed x2.	- ant
mapku	x1 is a cap/hat/crown/helmet/piece of headgear [head-top garment] of material x2.	- cap
mapni	x1 is a quantity of/contains/is made of cotton [type of fabric/material].	- cotton
mapti	x1 fits/matches/suits/is compatible/appropriate/corresponds to/with x2 in property/aspect x3.	- proper; fit<br>- match; fit<br>- fit
marbi	x1 is a shelter/haven/refuge/retreat/harbor for/protecting x2 from danger/threat x3.	- shelter
marce	x1 is a vehicle/mode of transport carrying x2 in/on surface/medium x3, propelled by x4.	- vehicle
marde	x1 are the ethics/morals/moral standards/ethical standards of x2 (ind./mass) about situation x3.	- morals
margu	x1 is a quantity of/contains/made of mercury/quicksilver; [metaphor: fluid metal; temperature].	- mercury
marji	x1 is material/stuff/matter of type/composition including x2 in shape/form x3.	- material<br>- matter; material
marna	x1 is a quantity of hemp/marijuana/jute of species/strain x2.	- hemp
marxa	x1 [force] mashes/crushes/squashes/smashes x2 into pulp/mash/crumbs/deformed mass x3.	- mash
masno	x1 is slow/sluggish at doing/being/bringing about x2 (event/state).	- slow
masti	x1 is x2 months in duration (default is 1 month) by month standard x3.	- month
matci	x1 is a mat/pad/mattress/pallet [flat, soft, dense form] of material x2.	- mat
matli	x1 is a quantity of/contains/is made of linen/flax [type of fabric/material].	- linen
matne	x1 is a quantity of/contains butter/oleo/margarine/shortening from source x2.	- butter
matra	x1 is a motor/engine, driving/propelling/providing power to x2.	- engine<br>- motor
mavji	x1 is a quantity of oats [grain] of species/strain x2.	- oats
maxri	x1 is a quantity of wheat [grain] of species/strain x2.	- wheat
mebri	x1 is a/the brow/forehead [projecting flat/smooth head/body-part] of x2.	- brow<br>- forehead
megdo	x1 is a million [10^6] of x2 in dimension/aspect x3 (default is units).	- 1E6
mekso	x1 [quantifier/expression] is a mathematical expression interpreted under rules/convention x2.	- MEX
melbi	x1 is beautiful/pleasant to x2 in aspect x3 (ka) by aesthetic standard x4.	- gorgeous<br>- beautiful<br>- handsome
meljo	x1 reflects Malaysian/Malay culture/nationality/language in aspect x2.	- Malaysian
menli	x1 is a mind/intellect/psyche/mentality/[consciousness] of body x2.	- mind
mensi	x1 is a sister of/sororal to x2 by bond/tie/standard/parent(s) x3; [not necessarily biological].	- sister
mentu	x1 is x2 minutes in duration (default is 1 minute) by standard x3.	- minute
merko	x1 pertains to USA/American culture/nationality/dialect in aspect x2.	- USA<br>- American; U.S.<br>- U.S.
merli	x1 (agent) measures/evaluates x2 [quantity] as x3 units on scale x4 (si'o), with accuracy x5.	- measure
mexno	x1 reflects Mexican culture/nationality in aspect x2.	- Mexican
midju	x1 is in/at the middle/center/midpoint/[is a focus] of x2; (adjective:) x1 is central.	- center; middle<br>- middle
mifra	x1 is encoded/cipher text of plain-text x2 by code/coding system x3; x1 is in code; x3 is a code.	- code
mikce	x1 doctors/treats/nurses/[cures]/is physician/midwife to x2 for ailment x3 by treatment/cure x4.	- doctor
mikri	x1 is a millionth [10^{-6}] of x2 in dimension/aspect x3 (default is units).	- micro; latin prefix<br>- 1E-6
milti	x1 is a thousandth [1/1000; 10^{-3}] of x2 in dimension/aspect x3 (default is units).	- .001
milxe	x1 is mild/non-extreme/gentle/middling/somewhat in property x2 (ka); x1 is not very x2.	- mild
minde	x1 issues commands/orders to x2 for result x3 (event/state) to happen; x3 is commanded to occur.	- command; an action<br>- order; issue a command
minji	x1 is a machine for use/function x2; [automated apparatus, without direct function control].	- machine
minli	x1 is x2 (default 1) long local distance unit(s) [non-metric], x3 subunits, standard x4.	- mile
minra	x1 reflects/mirrors/echoes x2 [object/radiation] to observer/point x3 as x4; x2 bounces on x1.	- reflect
mintu	x1 is the same/identical thing as x2 by standard x3; (x1 and x2 interchangeable).	- same
mipri	x1 keeps x2 secret/hidden from x3 by method x4; x2 is a secret; x1 hides/conceals x2.	- secret
mirli	x1 is a deer/elk/moose/[hart/stag/doe] of species/breed x2.	- deer
misno	x1 (person/object/event) is famous/renowned/is a celebrity among community of persons x2 (mass).	- famous
misro	x1 reflects Egyptian culture/nationality in aspect x2.	- Egyptian
mitre	x1 is x2 meter(s) [metric unit] in length (default 1) measured in direction x3 by standard x4.	- meter
mixre	x1 (mass) is a mixture/blend/colloid/commingling with ingredients including x2.	- mixture
mlana	x1 is to the side of/lateral to x2 and facing x3 from point of view/in-frame-of-reference x4.	- side; directional
mlatu	x1 is a cat/[puss/pussy/kitten] [feline animal] of species/breed x2; (adjective:) x1 is feline.	- cat
mleca	x1 is less than x2 in property/quantity x3 (ka/ni) by amount x4.	- less
mledi	x1 is a mold/fungus/mushrooms/truffles of species/strain x2 parasitic/growing on x3.	- mold
mluni	x1 is a satellite/moon orbiting x2 with characteristics x3, orbital parameters x4.	- satellite<br>- moon; satellite
mokca	x1 is a point/instant/moment [0-dimensional shape/form] in/on/at time/place x2.	- point; vertex
moklu	x1 is a/the mouth/oral cavity [body-part] of x2; (metaphor: entrance/intake for consumption).	- mouth
molki	x1 is a mill/foundry/industrial plant/[assembly line] performing process x2.	- mill
molro	x1 is x2 mole(s) [metric unit] in substance (default is 1) by standard x3.	- mole
morji	x1 remembers/recalls/recollects fact(s)/memory x2 (du'u) about subject x3.	- remember
morko	x1 reflects Moroccan culture/nationality in aspect x2.	- Moroccan
morna	x1 is/reflects/represents a pattern of forms/events x2 arranged according to structure x3.	- pattern
morsi	x1 is dead/has ceased to be alive.	- dead
mosra	x1 is friction [force opposing motion] due to contact/rubbing between x2 and x3; (fe) x2 rubs x3.	- friction
mraji	x1 is a quantity of rye [grain] of species/strain x2.	- rye
mrilu	x1 mails/posts [transfer via intermediary service] x2 to recipient address x3 from mailbox/post office/sender address x4 by carrier/network/system x5.	- mail; send mail<br>- post; send mail
mruli	x1 [tool] is a hammer for/hammers x2 [target] consisting of weight/head x3 propelled by x4.	- hammer
mucti	x1 is immaterial/not physical/without material form.	- immaterial
mudri	x1 is a quantity of/is made of/contains wood/lumber from tree(s) of type/species x2.	- wood; the material
mukti	x1 (action/event/state) motivates/is a motive/incentive for action/event x2, per volition of x3.	- motive
mulno	x1 (event) is complete/done/finished; x1 (object) has become whole in property x2 by standard x3.	- perfected; finished<br>- finished<br>- complete; finished<br>- fully; completely<br>- wholly<br>- done; finished<br>- entirely<br>- entire
munje	x1 is a universe/cosmos [complete and ordered entirety] of domain/sphere x2 defined by rules x3.	- universe
mupli	x1 is an example/sample/specimen/instance/case/illustration of common property(s) x2 of set x3.	- sample; specimen<br>- example
murse	x1 is the [astronomical] twilight/dawn/dusk/half-light/glimmering of day x2 at location x3.	- glimmering
murta	x1 is a curtain/blinds/drapes for covering/obscuring aperture x2, and made of material x3.	- curtain
muslo	x1 pertains to the Islamic/Moslem/Koranic [Quranic] culture/religion/nation in aspect x2.	- Islamic<br>- Muslim<br>- Moslem<br>- Quranic<br>- Koranic
mutce	x1 is much/extreme in property x2 (ka), towards x3 extreme/direction; x1 is, in x2, very x3.	- extreme; in the greatest degree<br>- very; to a great extent<br>- much
muvdu	x1 (object) moves to destination/receiver x2 [away] from origin x3 over path/route x4.	- move; non-agentive
muzga	x1 is a museum for preserving [and possibly exhibiting] x2 at location x3.	- museum
nabmi	x1 (event/state) is a problem to/encountered by x2 in situation/task/inquiry x3.	- problem
nakni	x1 is a male/buck of species x2 evidencing masculine trait(s) x3 (ka); x1 is masculine.	- male
nalci	x1 is a/the wing [body-part] of x2; [metaphor: lateral supporting surface].	- wing
namcu	x1 (li) is a number/quantifier/digit/value/figure (noun); refers to the value and not the symbol.	- number; a quantity
nanba	x1 is a quantity of/contains bread [leavened or unleavened] made from grains x2.	- bread
nanca	x1 is x2 years in duration (default is 1 year) by standard x3; (adjective:) x1 is annual.	- year
nandu	x1 is difficult/hard/challenging for x2 under conditions x3; x1 challenges (non-agentive) x2.	- hard; difficult<br>- difficult
nanla	x1 is a boy/lad [young male person] of age x2 immature by standard x3.	- boy
nanmu	x1 is a man/men; x1 is a male humanoid person [not necessarily adult].	- man
nanvi	x1 is a billionth/thousand-millionth [10^{-9}] of x2 in dimension/aspect x3 (default is units).	- nano<br>- 1E-9
narge	x1 is a nut [body-part: hard-shelled fruit] from plant/species x2 with shell x3 and kernel x4.	- nut
narju	x1 is orange [color adjective].	- orange; the colour
natfe	x1 (du'u) contradicts/denies/refutes/negates x2 (du'u) under rules/logic x3.	- contradict; negate<br>- refute; negate<br>- deny
natmi	x1 is a nation/ethnic group of peoples x2; [people sharing a history/culture].	- nation
navni	x1 is a quantity of/contains/is made of noble gas of type x2 [helium/neon/argon/krypton/xenon/radon].	- neon<br>- noble gas
naxle	x1 is a canal/channel to x2 from x3 with route x4.	- canal
nazbi	x1 is the nose [body-part] of x2 with nostril(s)/nasal passage(s) x3; [metaphor: protrusion].	- nose
nejni	x1 is energy of type x2 in form x3.	- energy
nelci	x1 is fond of/likes/has a taste for x2 (object/state).	- like; be fond of<br>- fond
nenri	x1 is in/inside/within x2; x1 is on the inside/interior of x2 [totally within the bounds of x2].	- in
nicte	x1 is a nighttime of day x2 at location x3; (adjective:) x1 is at night/nocturnal.	- night
nikle	x1 is made of/contains/is a quantity of nickel/other metal resistant to oxidation.	- nickel
nilce	x1 [furniture items] furnishes x2 [location] serving purpose/function x3.	- furniture
nimre	x1 is a quantity of citrus [fruit/tree, etc.] of species/strain x2.	- citrus
ninmu	x1 is a woman/women; x1 is a female humanoid person [not necessarily adult].	- woman
nirna	x1 is a nerve/neuron [body-part] of x2; [metaphor: information/control network connection].	- nerve
nitcu	x1 needs/requires/is dependent on/[wants] necessity x2 for purpose/action/stage of process x3.	- need
nivji	x1 (agent) knits x2 [cloth/object] from yarn/thread x3.	- knit
nixli	x1 is a girl [young female person] of age x2 immature by standard x3.	- girl
nobli	x1 is noble/aristocratic/elite/high-born/titled in/under culture/society/standard x2.	- noble
notci	x1 is a message/notice/memorandum about subject x2 from author x3 to intended audience x4.	- message
nukni	x1 is magenta/fuchsia/purplish-red [color adjective].	- magenta
nupre	x1 (agent) promises/commits/assures/threatens x2 (event/state) to x3 [beneficiary/victim].	- promise; commit to something
nurma	x1 is a rural/rustic/pastoral area of x2; x1 is in the country.	- rural
nutli	x1 is neutral/not taking sides/medial/not towards any extreme on scale/in dissension x2.	- neutral
nuzba	x1 (du'u) is news/tidings/new information about subject x2 from source x3, to observer x4.	- news
pacna	x1 hopes/wishes for/desires x2 (event), expected likelihood x3 (0-1); x1 hopes that x2 happens.	- wish; hope, expect
pagbu	x1 is a part/component/piece/portion/segment of x2 [where x2 is a whole/mass]; x2 is partly x1.	- part
pagre	x1 passes through/penetrates barrier/medium/portal x2 to destination side x3 from origin side x4.	- pass through
pajni	x1 judges/referees/arbitrates/is a judge determining/deciding matter x2 (abstract).	- judge
palci	x1 is evil/depraved/wicked [morally bad] by standard x2.	- evil
palku	x1 are pants/trousers/slacks/leggings [legged garment] of material x2.	- pants<br>- trousers<br>- slacks; trousers
palne	x1 is a tray/platter/flat container [pan/sheet/griddle] of contents x2, and made of material x3.	- tray
palta	x1 is a plate/dish/platter/saucer [flat/mildly concave food service bed] made of material x2.	- plate
pambe	x1 is a pump/injector [tool/apparatus] pumping/inserting fluid x2 to x3 from x4 by means x5.	- pump
panci	x1 is an odor/fragrance/scent/smell emitted by x2 and detected by observer/sensor x3.	- odor
pandi	x1 (agent) punctuates x2 (expression) with symbol/word x3 with syntactic/semantic effect x4.	- punctuate
panje	x1 is a quantity of/contains/is made of sponge/porous material.	- sponge; porous material
panka	x1 is a park/land reserve managed by community/polity/company x2 for purpose x3.	- park; land reserve
panlo	x1 is a slice [thin flat portion] of x2 (mass).	- slice
panpi	x1 is at peace with x2.	- peace
panra	x1 parallels x2 differing only in property x3 (ka; jo'u/fa'u term) by standard/geometry x4.	- parallel
pante	x1 protests/objects to/complains about x2 (event/state) to audience x3 with action x4.	- protest
panzi	x1 is a [biological] offspring/child/kid/hybrid of parent(s) x2; (adjective:) x1 is filial.	- offspring
papri	x1 is a [physical] page/leaf of book/document/bound mass of pages x2.	- page
parbi	x1 (me'o, fraction) is a ratio/rate of x2 (quantity) with respect to x3 (quantity), [x2:x3].	- rate; amount measured in relation to another amount<br>- ratio
pastu	x1 is a robe/tunic/gown/cloak/dress/[coveralls] [a long/full body garment] of material x2.	- robe<br>- dress; garment
patfu	x1 is a father of x2; x1 begets/sires/acts paternal towards x2; [not necessarily biological].	- father
patlu	x1 is a potato [an edible tuber] of variety/cultivar x2.	- potato
patxu	x1 is a pot/kettle/urn/tub/sink, a deep container for contents x2, of material/properties x3.	- pot
pelji	x1 is paper from source x2.	- paper
pelxu	x1 is yellow/golden [color adjective].	- yellow
pemci	x1 is a poem/verse about plot/theme/subject/pattern x2 by author x3 for intended audience x4.	- poem
penbi	x1 is a pen using ink x2 applied by process x3.	- pen
pencu	x1 (agent) touches x2 with x3 [a locus on x1 or an instrument] at x4 [a locus on x2].	- touch
pendo	x1 is/acts as a friend of/to x2 (experiencer); x2 befriends x1.	- friend
penmi	x1 meets/encounters x2 at/in location x3.	- meet
pensi	x1 thinks/considers/cogitates/reasons/is pensive about/reflects upon subject/concept x2.	- think; on a topic
perli	x1 is a pear [fruit] of species/strain x2.	- pear
pesxu	x1 is paste/pulp/dough/mash/mud/slurry [soft, smooth-textured, moist solid] of composition x2.	- paste
petso	x1 is 10^{15} of x2 in dimension/aspect x3 (default is units).	- 1E15
pezli	x1 is a leaf of plant x2; x1 is foliage of x2.	- leaf
picti	x1 is a trillionth [10^{-12}] of x2 in dimension/aspect x3 (default is units).	- 1E-12<br>- trillionth
pijne	x1 is a pin/peg (needle-shaped tool) for fastening to/piercing x2, of material/properties x3.	- pin
pikci	x1 begs/pleads/supplicates/entreats/implores/beseeches/prays [asks with humility] x2 for x3.	- beg
pikta	x1 is a ticket entitling x2 to entitlement/privilege x3 (event/state) under conditions x4.	- ticket
pilji	x1 is the product/total/result of factors/multiplicands (x2 and x3) x2 multiplied by x3.	- multiply; mathematical
pilka	x1 is a crust/rind/peel/skin/hide/outer cover of x2.	- crust
pilno	x1 uses/employs x2 [tool, apparatus, machine, agent, acting entity, material] for purpose x3.	- use
pimlu	x1 is a/the feather/plume(s)/plumage [body-part] of animal/species x2.	- feather
pinca	x1 is a/the urine/piss/pee of x2.	- urine
pindi	x1 is poor/indigent/impoverished/lacking in goods/possessions/property x2.	- poor
pinfu	x1 is a prisoner/captive of x2, restrained/held/confined by means/force x3.	- prisoner
pinji	x1 is a/the clitoris/penis [projecting reproductive organ; body-part] of x2.	- clitoris<br>- penis
pinka	x1 (text) is a comment/remark/observation about subject x2 expressed by x3 to audience x4.	- remark; comment<br>- comment
pinsi	x1 is a pencil/crayon/stylus applying lead/marking material x2, frame/support [of material] x3.	- pencil
pinta	x1 is flat/level/horizontal in gravity/frame of reference x2.	- flat; having no variations in altitude<br>- horizontal<br>- level
pinxe	x1 (agent) drinks/imbibes beverage/drink/liquid refreshment x2 from/out-of container/source x3.	- drink
pipno	x1 is a piano/harpsichord/synthesizer/organ; a keyboard musical instrument.	- piano
pixra	x1 is a picture/illustration representing/showing x2, made by artist x3 in medium x4.	- picture
plana	x1 is plump/fat/obese [excessively thick/bulbous/swollen] by standard x2.	- plump<br>- fat; obese
platu	x1 (agent) plans/designs/plots plan/arrangement/plot/[schematic] x2 for state/process x3.	- measure; tactic/strategy<br>- plan
pleji	x1 pays/compensates/remunerates/[rewards] payment x2 to recipient/payee x3 for goods/services x4.	- pay
plibu	x1 is a/the pubic area/external genitalia [body-part] of x2.	- pubic
plini	x1 is a planet revolving around x2 with planetary characteristics x3, orbital parameters x4.	- planet
plipe	x1 (agent/object) leaps/jumps/springs/bounds to x2 from x3 reaching height x4 propelled by x5.	- jump; to spring clear of the ground or other support<br>- leap
plise	x1 is an apple [fruit] of species/strain x2.	- apple
plita	x1 is a plane [2-dimensional shape/form] defined by points x2 (set); x1 is flat/[smooth].	- plane; 2-D space
plixa	x1 (agent) plows/furrows/tills [cuts into and turns up] x2 with tool x3 propelled by x4.	- plow; to turn earth
pluja	x1 is complex/complicated/involved in aspect/property x2 (ka) by standard x3.	- complicated
pluka	x1 (event/state) seems pleasant to/pleases x2 under conditions x3.	- pleasant<br>- please; give pleasure
pluta	x1 is a route/path/way/course/track to x2 from x3 via/defined by points including x4 (set).	- path; route<br>- way; path<br>- route; any path along defined points
polje	x1 (force) folds/creases x2 at locus/loci/forming crease(s)/bend(s) x3.	- fold
polno	x1 reflects Polynesian/Oceanian (geographic region) culture/nationality/languages in aspect x2.	- Polynesian
ponjo	x1 reflects Japanese culture/nationality/language in aspect x2.	- Japanese
ponse	x1 possesses/owns/has x2 under law/custom x3; x1 is owner/proprietor of x2 under x3.	- possess
porpi	x1 breaks/fractures/shatters/[splits/splinters/cracks] into pieces x2.	- break
porsi	x1 [ordered set] is sequenced/ordered/listed by comparison/rules x2 on unordered set x3.	- sequence
porto	x1 reflects Portuguese culture/nationality/language in aspect x2.	- Portuguese
prali	x1 is a profit/gain/benefit/advantage to x2 accruing/resulting from activity/process x3.	- profit<br>- gain; profit
prami	x1 loves/feels strong affectionate devotion towards x2 (object/state).	- love
prane	x1 is perfect/ideal/archetypical/faultless/flawless/un-improvable in property/aspect x2 (ka).	- perfect<br>- ideal; perfect
preja	x1 spreads/expands over/into x2 from initial state x3.	- spread; expand
prenu	x1 is a person/people (noun) [not necessarily human]; x1 displays personality/a persona.	- person<br>- people
preti	x1 (quoted text) is a question/query about subject x2 by questioner x3 to audience x4.	- question
prije	x1 is wise/sage about matter x2 (abstraction) to observer x3.	- wise
prina	x1 is a print/impression/image on/in surface x2 of/made by/using tool/press/implement/object x3.	- print
pritu	x1 is to the right/right-hand side of x2 which faces/in-frame-of-reference x3.	- right
prosa	x1 is prose about plot/theme/subject x2 by author x3 for intended audience x4.	- prose
pruce	x1 is a process with inputs x2, outputs/results x3, passing through steps/stages x4.	- course; onward process<br>- process; regulated series of steps
pruni	(adjective:) x1 is elastic/springy.	- elastic
pruxi	x1 is spiritual/pertains to the soul in nature [either energy or being]; x1 is ghostly/ethereal.	- spirit
pulce	x1 is dust/precipitate [suspensible solid] from x2 in medium/on surface x3.	- precipitate; suspensible solid<br>- dust
pulji	x1 is a police officer/[enforcer/vigilante] enforcing law(s)/rule(s)/order x2.	- police
pulni	x1 is a pulley [tool] for performing action/function x2 rotating on axle x3.	- pulley
punji	x1 (agent) puts/places/sets x2 on/at surface/locus x3.	- put
punli	x1 is a swelling/protrusion/convexity [shape/form] at/in/on x2, of material x3.	- swelling
purci	x1 is in the past of/earlier than/before x2 in time sequence; x1 is former; x2 is latter.	- past
purdi	x1 is a garden/tended/cultivated field of family/community/farmer x2 growing plants/crop x3.	- garden
purmo	x1 is a powder of material x2.	- powder
racli	x1 (action/activity/behavior) is sane/rational by standard x2.	- sane
ractu	x1 is a rabbit/hare/[doe] of species/breed x2.	- bunny; rabbit<br>- rabbit
radno	x1 is x2 radian(s) [metric unit] in angular measure (default is 1) by standard x3.	- radian
rafsi	x1 is an affix/suffix/prefix/combining-form for word/concept x2, form/properties x3, language x4.	- affix
ragve	x1 is located across/on the other side of gap/boundary x2 from x3; x1 is opposite (fi) x3.	- across
rakso	x1 reflects Iraqi culture/nationality in aspect x2.	- Iraqi
raktu	x1 (object/person/event/situation) troubles/disturbs x2 (person) causing problem(s) x3.	- trouble
ralci	x1 is delicate/fragile/subtle/refined in property x2 (ka).	- delicate
ralju	x1 is principal/chief/leader/main/[staple], most significant among x2 (set) in property x3 (ka).	- principal
ralte	x1 retains/keeps/holds x2 in its possession.	- retain<br>- keep; maintain possession of<br>- hold; have and keep possession of
randa	x1 yields/gives way/surrenders to x2 (force/agent) under conditions x3.	- yield
rango	x1 is a/the body organ [body-part] of body/species x2 performing function x3.	- organ
ranji	x1 (event/state) continues/persists over interval x2; x1 (property - ka) is continuous over x2.	- continue
ranmi	x1 is a myth/legend, a culturally significant story about x2 in mythos x3 of culture x4.	- myth
ransu	x1 is a quantity of/contains/is made of bronze of composition including x2.	- bronze
ranti	x1 is soft/malleable/moldable/yielding to force x2 in conditions x3.	- soft
ranxi	x1 is ironic(al)/contrary to expectation x2 in state/property/aspect x3.	- irony
rapli	x1 [action] repeats/is repeated for a total of x2 (quantity) occurrences.	- repeat; re-occuring action
rarna	x1 is natural/spontaneous/instinctive, not [consciously] caused by person(s).	- natural
ratcu	x1 is a rat of species/breed x2.	- rat
ratni	x1 is an atom of element/atomic number x2 of isotope number/atomic weight x3.	- atom
rebla	x1 is a/the tail/appendix [body-part] of x2; [metaphor: trailing, following portion/appendage].	- tail
rectu	x1 is a quantity of/contains meat/flesh from source/animal x2.	- meat
remna	x1 is a human/human being/man (non-specific gender-free sense); (adjective:) x1 is human.	- human
renro	x1 throws/launches/casts/hurls x2 to/at/in direction x3 (propulsion derives internally to x1).	- throw
renvi	x1 survives/endures/undergoes/abides/lasts/persists through x2 for interval/duration x3.	- survive
respa	x1 is a reptile of species/breed x2.	- reptile
ricfu	x1 is rich/wealthy in goods/possessions/property/aspect x2.	- rich
rigni	x1 is repugnant to/causes disgust to x2 under conditions x3.	- disgusting
rijno	x1 is made of/contains/is a quantity of silver/argentum (Ag); [metaphor: valuable, tarnishing].	- silvery; made of silver (Ag)<br>- silver
rilti	x1 (sequence/non-text quote) is a rhythm/beat of music/expressive form x2.	- beat; rhythm<br>- rhythm
rimni	x1 rhymes/alliterates with x2 in language/phonetics x3, matching sound correspondence x4 (ka).	- rhyme
rinci	x1 liquid/fluid drains/strains/flushes from source x2 through drain/strainer x3 by force x4.	- drain
rinju	x1 is restrained/held [back]/constrained/kept by restraint x2 against x3 (event).	- restrain
rinka	x1 (event/state) effects/physically causes effect x2 (event/state) under conditions x3.	- cause
